Price,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,ARKQ,BOTZ,GOOGL,MSFT,NVDA,ARKQ,BOTZ,GOOGL,MSFT,NVDA,ARKQ,BOTZ,GOOGL,MSFT,NVDA,ARKQ,BOTZ,GOOGL,MSFT,NVDA,ARKQ,BOTZ,GOOGL,MSFT,NVDA
Date,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20,18.980327606201172,,27.09695053100586,37.034481048583984,0.5321784615516663,19.129558538088,,27.16014973711817,37.258878693555445,0.5406104054256026,18.868403517799532,,26.540610347490453,35.972901116197534,0.5312147615903795,19.129558538088,,26.560515639152175,36.016054129573135,0.537237627876028,1300,,38508000,46057700,231624000
2015-04-21,19.00830841064453,,27.01683235168457,36.801448822021484,0.5314557552337646,19.026962722969422,,27.258178778865826,37.241618094635584,0.5386831608566287,19.00830841064453,,26.98150169490702,36.70651022234536,0.5288056662985613,19.026962722969422,,27.18552617695055,37.112155769192924,0.5386831608566287,1200,,29128000,26013800,230456000
2015-04-22,19.1202335357666,,27.328344345092773,37.10353088378906,0.5374784469604492,19.129560692431568,,27.41891095446079,37.22436064593662,0.5382011931084666,18.91504142605703,,26.937214665209446,36.72377644005205,0.5263964159419183,18.91504142605703,,27.023800595897004,36.82734433726937,0.5345875198066813,35200,,31806000,25064300,207420000
2015-04-23,19.25920295715332,,27.740371704101562,37.40560531616211,0.5353102087974548,19.260135139021912,,27.92499013688229,37.63863555434239,0.5403694318362326,19.07359736384092,,27.373128025124167,36.93954483980155,0.5215781468545181,19.07359736384092,,27.38954998430392,37.01722158586164,0.5276010122783912,1300,,78184000,46309500,259380000
2015-04-24,19.16593360900879,,28.546520233154297,41.31531524658203,0.5307329297065735,19.16593360900879,,29.095893735413284,41.548345417422446,0.5353102457109906,19.16593360900879,,28.282282525908276,39.399294884721634,0.52471006386738,19.16593360900879,,28.864499948100384,39.40792416851729,0.5350693494576807,200,,92168000,130933700,240960000
2015-04-27,19.362735748291016,,28.171316146850586,41.45340347290039,0.5348283648490906,19.372062905667057,,28.63907914266462,41.539712765674885,0.5442240064356572,19.21350478822111,,27.98122496474795,40.7543163094228,0.5278418577125439,19.21350478822111,,28.50223452441801,40.76294559251881,0.5324192303990706,22800,,48062000,59248200,248456000
2015-04-28,19.166868209838867,,28.084230422973633,42.42869567871094,0.5374784469604492,19.17992587383143,,28.256407585729242,42.47184869783206,0.5394057891679294,19.105310396877748,,27.914541896194876,41.16860908313402,0.5288055506225423,19.148215674830418,,28.08174178699678,41.237653255254955,0.5338647736586639,1300,,37178000,60730800,234484000
2015-04-29,18.723838806152344,,27.93593978881836,42.342384338378906,0.5333828330039978,18.840425593789725,,28.157380938360884,42.558152699330435,0.538923847570583,18.723838806152344,,27.81700918291425,41.859062024596476,0.5312145949288232,18.840425593789725,,27.892148526805943,42.04893923579027,0.5336237291995866,1000,,33622000,47804600,195156000
2015-04-30,18.37407684326172,,27.307941436767578,41.97988510131836,0.5348283648490906,18.663211553312642,,27.92200620116337,42.756652394112535,0.5374783955126237,18.37407684326172,,27.205930139914344,41.9453613788912,0.5295282460837283,18.663211553312642,,27.79511234082454,42.0316706849591,0.5307328420278863,104500,,47240000,64725500,218844000
2015-05-01,18.299463272094727,,27.4268741607666,41.99714660644531,0.5480786561965942,18.299463272094727,,27.42986014433985,42.187023785821374,0.5497650446390191,18.299463272094727,,27.063111884749812,41.772748997298166,0.5367556721087016,18.299463272094727,,27.39452758728399,41.92810245453979,0.5391648066604939,100,,36572000,38937300,256968000
2015-05-04,18.491600036621094,,27.510475158691406,41.63466262817383,0.544705867767334,18.491600036621094,,27.702058377790433,42.17839650441956,0.5512105832996931,18.458023691679493,,27.239270769992288,41.58287703847071,0.5430194791828235,18.476676228328465,,27.41841460504617,41.74685980065159,0.5475968524483825,14000,,35260000,34039500,200720000
2015-05-05,18.261220932006836,,27.022808074951172,41.08229064941406,0.5307329297065735,18.279875243725503,,27.4990316811845,41.56561291662213,0.5435013501448905,18.261220932006836,,26.989466803626026,40.83200187702543,0.5283237948585572,18.279875243725503,,27.37711318356842,41.27216784231073,0.5427786039466551,500,,28528000,50369200,292928000
